student_id,school_id,language_pre,language_post,ses,verbal_iq,female,minority
677017,67,34,45,40,4.165937909925667,1,0
677018,67,31,32,23,-1.8340620900743332,0,0
677019,67,37,41,27,-1.3340620900743332,1,0
677020,67,31,38,28,-1.3340620900743332,1,0
677021,67,30,40,37,2.165937909925667,1,0
677023,67,39,39,20,4.165937909925667,0,0
677024,67,32,29,30,-2.334062090074333,1,0
677025,67,33,40,20,-0.8340620900743332,1,0
677026,67,32,32,40,-1.3340620900743332,1,0
677027,67,16,17,20,-0.8340620900743332,1,0
687001,68,39,50,20,3.165937909925667,1,0
687003,68,28,38,18,1.6659379099256668,0,0
687004,68,41,47,20,2.165937909925667,0,0
687006,68,32,41,23,3.165937909925667,0,0
687007,68,41,50,20,2.665937909925667,1,0
687008,68,29,38,25,-0.3340620900743332,1,0
687009,68,32,47,15,1.6659379099256668,1,0
687010,68,31,27,18,-0.8340620900743332,1,0
687011,68,43,42,20,1.1659379099256668,0,0
687012,68,28,27,15,-1.3340620900743332,0,0
687013,68,35,43,23,0.16593790992566682,1,0
687014,68,38,43,23,1.6659379099256668,1,0
687015,68,36,39,20,0.6659379099256668,1,0
687016,68,39,43,18,-2.334062090074333,1,0
687017,68,43,53,30,5.165937909925667,0,0
687018,68,46,54,25,2.165937909925667,0,0
687019,68,36,47,15,2.665937909925667,1,0
687020,68,31,37,20,-3.334062090074333,1,0
687021,68,40,40,15,1.6659379099256668,0,0
687022,68,35,27,20,-1.3340620900743332,0,0
767001,76,31,41,18,-0.3340620900743332,0,0
767002,76,29,34,18,-1.8340620900743332,0,0
767003,76,32,43,38,0.6659379099256668,1,0
767004,76,39,37,38,0.6659379099256668,0,0
767005,76,35,37,18,-0.8340620900743332,1,0
767006,76,40,42,18,-0.3340620900743332,0,0
767007,76,24,25,20,-2.834062090074333,1,0
767008,76,19,33,20,-2.834062090074333,0,0
767009,76,11,16,17,-5.334062090074333,1,0
767010,76,37,34,23,-2.334062090074333,1,0
767012,76,38,40,33,0.16593790992566682,1,0
767013,76,29,30,45,-2.334062090074333,0,0
767014,76,45,47,20,1.1659379099256668,0,0
767015,76,28,36,15,-3.334062090074333,0,0
767016,76,40,52,33,4.165937909925667,0,0
767017,76,20,28,20,-5.334062090074333,1,0
787001,78,31,37,33,-3.334062090074333,0,0
787004,78,44,43,27,3.165937909925667,0,0
787005,78,39,50,25,3.665937909925667,0,0
787006,78,30,35,38,-1.3340620900743332,0,0
787008,78,36,37,13,0.16593790992566682,0,0
787010,78,36,32,17,-0.8340620900743332,0,0
787011,78,23,34,30,-1.3340620900743332,0,0
787012,78,42,49,45,2.165937909925667,0,0
787013,78,27,34,47,0.6659379099256668,1,0
787014,78,28,34,33,-0.3340620900743332,1,0
787015,78,38,39,17,0.16593790992566682,1,0
787016,78,23,40,20,-3.834062090074333,1,0
787017,78,31,34,17,-0.8340620900743332,1,0
787018,78,35,51,30,0.6659379099256668,1,0
787019,78,40,49,20,-1.8340620900743332,1,0
787022,78,28,39,27,-3.334062090074333,1,0
787024,78,35,37,27,0.16593790992566682,1,0
797001,79,42,45,33,-3.834062090074333,1,0
797003,79,35,48,33,1.1659379099256668,1,0
797004,79,30,40,20,-2.334062090074333,1,0
797005,79,29,36,23,-0.8340620900743332,1,0
797006,79,35,44,45,1.6659379099256668,1,0
797007,79,43,48,33,1.1659379099256668,1,0
797009,79,46,49,37,2.665937909925667,1,0
797010,79,31,31,25,-2.834062090074333,0,0
797011,79,38,41,43,1.1659379099256668,0,0
797012,79,39,42,20,-0.8340620900743332,0,0
797013,79,42,46,37,3.665937909925667,0,0
797016,79,32,28,20,-0.3340620900743332,0,0
797017,79,43,45,20,0.6659379099256668,0,0
797018,79,35,46,30,1.6659379099256668,0,0
807001,80,23,26,25,-2.834062090074333,0,0
807002,80,22,28,17,-4.834062090074333,0,0
807004,80,36,46,20,-2.334062090074333,1,0
807005,80,38,42,40,0.16593790992566682,1,0
807006,80,38,48,40,0.16593790992566682,0,0
807007,80,37,41,20,-0.3340620900743332,1,0
807008,80,35,45,43,-1.8340620900743332,0,0
807009,80,36,45,47,-0.8340620900743332,1,0
807010,80,37,45,20,1.6659379099256668,0,0
807011,80,49,50,47,-0.3340620900743332,1,0
807012,80,37,24,17,-4.334062090074333,0,0
807014,80,46,54,50,2.165937909925667,1,0
807017,80,26,20,17,-4.334062090074333,0,0
807018,80,38,52,50,1.6659379099256668,1,0
807019,80,39,44,33,-0.8340620900743332,1,0
807020,80,37,45,17,-1.8340620900743332,0,0
807022,80,28,34,10,-2.334062090074333,0,0
807023,80,35,46,10,-0.8340620900743332,0,1
807024,80,36,39,15,0.16593790992566682,1,0
807026,80,34,51,30,2.165937909925667,1,0
807027,80,27,28,17,-1.3340620900743332,0,0
867001,86,29,42,50,-0.3340620900743332,0,0
867002,86,37,45,20,1.6659379099256668,1,0
867003,86,37,41,50,1.1659379099256668,1,0
867005,86,34,46,30,-0.8340620900743332,0,0
867006,86,40,48,30,0.6659379099256668,1,0
867008,86,39,42,30,2.165937909925667,0,0
867009,86,25,28,43,-1.3340620900743332,0,0
867010,86,25,25,30,-4.834062090074333,1,0
867013,86,39,46,23,2.665937909925667,1,0
867014,86,37,49,50,3.665937909925667,0,0
867015,86,26,35,35,-0.8340620900743332,1,0
867017,86,32,42,30,0.6659379099256668,0,0
867018,86,35,51,50,1.1659379099256668,0,0
867019,86,30,43,50,-1.3340620900743332,0,0
867020,86,22,31,20,-0.8340620900743332,0,0
867021,86,17,40,35,-2.334062090074333,0,0
867022,86,30,41,23,-0.8340620900743332,1,0
867023,86,35,30,33,-0.3340620900743332,1,0
867026,86,44,48,50,4.165937909925667,0,0
867028,86,31,42,23,-1.3340620900743332,1,0
867029,86,38,51,50,3.165937909925667,0,0
867030,86,42,53,50,3.665937909925667,0,0
867031,86,35,50,40,0.6659379099256668,0,0
867032,86,35,41,50,-1.3340620900743332,0,0
877002,87,29,45,35,-0.8340620900743332,0,0
877003,87,25,24,20,-1.8340620900743332,0,0
877004,87,26,45,30,-0.3340620900743332,1,0
877006,87,28,36,20,-1.3340620900743332,0,0
877008,87,32,41,20,-3.334062090074333,1,0
877009,87,36,33,20,0.16593790992566682,1,0
877011,87,36,47,47,1.6659379099256668,0,0
877012,87,36,43,30,1.6659379099256668,0,0
877013,87,39,51,23,2.165937909925667,1,0
877014,87,35,32,25,-0.3340620900743332,1,0
877016,87,28,22,20,-1.8340620900743332,1,0
877017,87,28,30,17,-2.834062090074333,1,0
877018,87,28,37,23,-3.834062090074333,1,0
877019,87,25,41,30,0.6659379099256668,0,0
877020,87,22,20,23,-2.334062090074333,1,0
877021,87,42,52,40,2.165937909925667,0,0
877022,87,37,45,35,0.6659379099256668,1,0
877023,87,41,51,30,0.6659379099256668,1,0
877024,87,38,49,30,0.16593790992566682,0,0
877025,87,24,27,25,-0.3340620900743332,1,0
877027,87,32,42,35,1.1659379099256668,0,0
887001,88,42,53,35,3.665937909925667,0,0
887002,88,41,52,37,1.6659379099256668,1,0
887003,88,35,47,37,0.16593790992566682,1,0
887005,88,41,47,43,0.6659379099256668,1,0
887006,88,19,18,10,-4.334062090074333,0,0
887007,88,42,50,20,0.6659379099256668,1,0
887009,88,40,39,33,0.6659379099256668,0,0
887011,88,30,26,33,-2.834062090074333,0,0
887012,88,25,27,33,-1.8340620900743332,0,0
887013,88,34,44,30,-0.8340620900743332,1,0
907001,90,40,49,40,1.1659379099256668,1,0
907002,90,37,35,30,0.16593790992566682,0,0
907004,90,37,42,30,-0.8340620900743332,1,0
907005,90,42,53,40,-0.3340620900743332,1,0
907011,90,37,45,50,-0.3340620900743332,1,0
907012,90,44,50,40,0.16593790992566682,1,0
907013,90,34,38,40,0.16593790992566682,0,0
907015,90,40,50,40,1.1659379099256668,0,0
907016,90,37,44,20,-1.3340620900743332,1,0
907017,90,35,41,50,1.6659379099256668,1,0
907019,90,33,47,30,0.6659379099256668,1,0
907020,90,38,45,20,-0.8340620900743332,1,0
907021,90,34,52,40,-0.3340620900743332,1,0
907022,90,35,48,30,1.1659379099256668,1,0
907023,90,33,50,50,-0.3340620900743332,1,0
947001,94,32,40,30,3.165937909925667,1,0
947002,94,35,33,28,1.1659379099256668,0,0
947003,94,29,46,38,0.6659379099256668,0,0
947005,94,29,49,20,1.1659379099256668,0,1
947006,94,43,50,33,5.665937909925667,0,0
947009,94,33,47,38,1.1659379099256668,0,1
947010,94,19,40,20,-4.834062090074333,1,0
947012,94,37,51,40,3.665937909925667,0,0
947013,94,41,51,50,2.665937909925667,0,0
947015,94,45,53,38,3.665937909925667,0,0
947017,94,34,42,20,0.6659379099256668,1,0
947018,94,47,55,50,4.665937909925667,1,0
947019,94,44,53,45,2.165937909925667,1,0
947021,94,37,44,33,1.6659379099256668,0,0
947026,94,39,51,38,1.1659379099256668,1,0
957001,95,25,32,20,-1.8340620900743332,0,0
957002,95,38,36,20,1.6659379099256668,0,0
957004,95,45,55,25,3.665937909925667,0,1
957005,95,34,30,20,-0.3340620900743332,0,0
957006,95,32,39,20,-1.3340620900743332,0,0
957007,95,34,42,20,-1.8340620900743332,0,0
957009,95,27,34,20,-3.834062090074333,0,0
957010,95,32,36,20,-0.3340620900743332,0,0
957011,95,33,31,33,-0.8340620900743332,0,1
957012,95,28,37,20,0.16593790992566682,0,0
957013,95,36,47,30,1.1659379099256668,0,0
957014,95,27,30,10,-2.834062090074333,1,0
957015,95,19,27,23,-2.834062090074333,1,0
957016,95,36,39,35,0.16593790992566682,1,0
957019,95,31,35,20,-2.334062090074333,1,0
957020,95,31,38,20,-1.3340620900743332,1,0
957022,95,36,29,40,0.6659379099256668,1,0
957023,95,38,46,40,1.1659379099256668,1,0
977001,97,30,46,17,-0.3340620900743332,1,1
977002,97,41,43,25,1.1659379099256668,1,0
977003,97,31,43,20,0.16593790992566682,0,0
977004,97,34,42,20,1.6659379099256668,0,0
977005,97,38,49,30,0.16593790992566682,1,0
977006,97,39,46,15,0.16593790992566682,0,0
977007,97,42,49,40,0.6659379099256668,1,0
977008,97,25,27,18,0.6659379099256668,0,0
977009,97,42,47,33,0.6659379099256668,0,0
977010,97,27,36,18,-0.3340620900743332,1,0
977011,97,28,49,18,1.6659379099256668,0,0
977012,97,24,30,25,-3.334062090074333,0,0
977013,97,28,39,20,-0.3340620900743332,0,0
977014,97,25,45,20,0.6659379099256668,1,0
977016,97,35,55,25,1.1659379099256668,0,0
977017,97,28,29,18,-2.334062090074333,0,0
977018,97,31,32,25,-1.3340620900743332,1,0
987001,98,41,48,13,4.165937909925667,0,0
987002,98,34,38,17,-0.8340620900743332,0,0
987003,98,30,42,15,0.16593790992566682,0,0
987004,98,29,31,13,0.16593790992566682,0,0
987005,98,21,31,18,-0.8340620900743332,0,0
987006,98,36,38,33,4.665937909925667,0,0
987007,98,44,48,15,2.665937909925667,0,0
987008,98,35,44,15,1.1659379099256668,0,0
987009,98,34,35,13,0.6659379099256668,0,0
987011,98,21,31,10,-3.334062090074333,1,0
987012,98,25,30,10,-2.834062090074333,1,1
987013,98,31,46,15,-0.8340620900743332,1,0
987014,98,33,48,40,0.6659379099256668,1,0
987015,98,21,28,23,-1.8340620900743332,1,0
987016,98,33,36,25,-0.8340620900743332,1,0
987017,98,41,39,13,1.6659379099256668,1,0
987018,98,44,46,18,1.1659379099256668,1,0
987019,98,27,38,13,-1.3340620900743332,1,0
987020,98,29,31,18,-3.334062090074333,1,0
987021,98,27,33,10,-1.3340620900743332,1,0
1017001,101,30,44,23,0.16593790992566682,1,0
1017002,101,27,46,33,-0.8340620900743332,0,0
1017003,101,40,53,30,0.16593790992566682,0,0
1017004,101,25,30,20,-1.3340620900743332,0,0
1017005,101,35,27,10,-0.3340620900743332,0,0
1017006,101,40,40,23,1.1659379099256668,1,0
1017007,101,29,45,23,-2.834062090074333,1,1
1017008,101,37,37,13,-2.834062090074333,0,0
1017009,101,34,50,33,0.16593790992566682,1,0
1017010,101,34,46,30,-1.8340620900743332,1,0
1017011,101,31,47,30,0.16593790992566682,1,0
1017012,101,42,54,35,4.165937909925667,1,0
1017013,101,44,50,33,3.665937909925667,0,0
1017014,101,34,50,25,-5.834062090074333,0,0
1017015,101,22,35,23,-4.334062090074333,0,0
1017016,101,24,30,20,-6.334062090074333,0,0
1017017,101,38,48,30,-1.3340620900743332,1,0
1017018,101,43,55,20,1.1659379099256668,1,0
1017019,101,40,35,35,-2.834062090074333,1,0
1017020,101,30,38,30,0.16593790992566682,1,0
1017021,101,39,38,33,-2.834062090074333,1,0
1017022,101,21,41,33,-1.3340620900743332,1,0
1017023,101,22,31,30,0.16593790992566682,0,0
1037002,103,20,15,15,-1.8340620900743332,0,0
1037006,103,15,21,10,-7.834062090074333,0,1
1037009,103,28,29,20,-4.834062090074333,0,1
1037010,103,11,15,10,-5.834062090074333,0,0
1067001,106,18,25,15,-5.834062090074333,1,1
1067002,106,27,27,30,-1.3340620900743332,1,0
1067003,106,34,25,10,-0.8340620900743332,1,1
1067006,106,33,49,43,0.6659379099256668,0,0
1067007,106,28,29,20,0.16593790992566682,0,0
1067008,106,37,52,47,2.165937909925667,1,0
1067009,106,26,27,23,-2.334062090074333,1,0
1067010,106,35,49,37,0.6659379099256668,1,0
1067011,106,37,42,23,-0.3340620900743332,1,0
1067012,106,30,34,30,-3.834062090074333,0,0
1077001,107,41,51,40,2.665937909925667,1,0
1077002,107,32,43,47,-0.8340620900743332,1,0
1077003,107,33,42,35,1.1659379099256668,1,0
1077004,107,23,29,27,-0.3340620900743332,0,0
1077005,107,31,39,33,2.665937909925667,0,0
1077007,107,41,49,50,3.665937909925667,1,0
1077008,107,36,41,20,2.165937909925667,0,0
1077009,107,29,23,50,0.6659379099256668,0,0
1077010,107,43,48,37,2.165937909925667,0,0
1077011,107,28,22,43,-0.8340620900743332,1,0
1077012,107,28,19,43,-0.8340620900743332,1,0
1077013,107,43,52,50,3.165937909925667,0,0
1077014,107,45,53,50,5.165937909925667,0,0
1077015,107,36,37,50,0.6659379099256668,0,0
1077016,107,37,44,20,2.165937909925667,1,0
1077017,107,37,34,30,-0.3340620900743332,1,0
1077018,107,32,30,37,-0.8340620900743332,0,0
1087001,108,36,41,18,1.1659379099256668,0,0
1087002,108,34,49,28,1.6659379099256668,1,0
1087003,108,37,53,47,0.16593790992566682,1,0
1087004,108,32,44,40,0.16593790992566682,0,0
1087005,108,24,41,33,-1.8340620900743332,1,0
1087006,108,37,37,23,-1.3340620900743332,0,0
1087007,108,35,51,28,2.165937909925667,0,0
1087008,108,28,14,23,0.6659379099256668,0,0
1087010,108,21,17,37,-1.3340620900743332,0,0
1097001,109,34,33,13,-0.3340620900743332,0,0
1097002,109,25,43,10,-0.8340620900743332,0,0
1097003,109,36,38,20,0.16593790992566682,0,0
1097005,109,33,26,15,-1.3340620900743332,0,0
1097006,109,22,26,10,-5.834062090074333,1,1
1097007,109,36,31,18,-0.8340620900743332,1,0
1097008,109,27,30,10,-4.834062090074333,1,1
1097009,109,28,29,23,-1.3340620900743332,1,0
1097010,109,30,36,23,-0.3340620900743332,1,0
1097011,109,42,43,10,1.1659379099256668,1,0
1097013,109,37,40,10,-1.3340620900743332,1,0
1097014,109,21,26,20,-3.334062090074333,1,0
1097015,109,26,32,10,-3.334062090074333,1,1
1097016,109,41,38,10,1.6659379099256668,0,0
1097017,109,40,43,20,2.665937909925667,0,0
1097019,109,28,33,20,-1.3340620900743332,0,0
1097020,109,32,26,13,0.16593790992566682,0,0
1097021,109,29,34,15,1.6659379099256668,0,0
1097022,109,21,17,10,-6.334062090074333,0,1
1097023,109,35,39,15,3.665937909925667,1,0
1107001,110,39,45,47,-0.3340620900743332,1,0
1107002,110,37,47,30,-0.3340620900743332,0,0
1107003,110,39,45,35,1.1659379099256668,0,0
1107004,110,30,46,50,-0.3340620900743332,1,0
1107005,110,36,35,50,1.1659379099256668,0,0
1107006,110,43,47,50,2.165937909925667,0,0
1107007,110,32,43,50,1.1659379099256668,0,0
1107008,110,33,42,50,1.1659379099256668,0,0
1107009,110,33,39,30,-1.3340620900743332,1,0
1107010,110,42,51,50,-0.8340620900743332,0,0
1107012,110,26,44,20,-0.8340620900743332,1,0
1107014,110,34,46,40,3.165937909925667,1,0
1107015,110,34,33,30,-1.3340620900743332,0,0
1107017,110,30,40,20,-0.8340620900743332,1,0
1107018,110,41,51,30,1.6659379099256668,1,0
1107019,110,40,45,20,0.6659379099256668,1,0
1107020,110,38,49,20,0.6659379099256668,1,0
1117002,111,27,39,30,-0.3340620900743332,0,0
1117003,111,44,45,28,1.6659379099256668,0,0
1117005,111,29,30,23,0.6659379099256668,0,0
1117006,111,32,41,20,3.165937909925667,1,0
1117007,111,39,46,45,1.1659379099256668,0,0
1117008,111,35,39,20,-0.8340620900743332,0,0
1117009,111,37,45,20,1.1659379099256668,0,0
1117010,111,41,48,20,1.1659379099256668,1,0
1117011,111,32,30,28,-1.8340620900743332,0,0
1117012,111,37,48,27,2.165937909925667,1,0
1117013,111,35,44,20,-0.3340620900743332,0,0
1117014,111,28,29,10,-1.8340620900743332,1,1
1117015,111,40,55,10,3.665937909925667,0,0
1117016,111,35,43,20,0.16593790992566682,1,0
1117017,111,39,45,23,0.16593790992566682,0,0
1117018,111,39,45,40,-0.3340620900743332,0,0
1117019,111,39,42,10,2.165937909925667,0,0
1117020,111,36,41,20,0.16593790992566682,0,1
1127201,112,33,28,25,0.16593790992566682,0,0
1127202,112,25,26,18,-3.834062090074333,0,0
1127203,112,34,46,33,-0.8340620900743332,0,0
1127204,112,38,38,23,-0.8340620900743332,0,0
1127205,112,30,37,13,-2.334062090074333,1,0
1127206,112,44,54,30,1.6659379099256668,1,0
1127207,112,31,29,18,-3.834062090074333,1,0
1157001,115,36,36,33,-1.3340620900743332,0,0
1157002,115,32,36,33,-0.8340620900743332,1,0
1157003,115,24,20,30,-1.8340620900743332,0,0
1157004,115,37,46,30,0.16593790992566682,0,0
1157005,115,34,48,30,0.16593790992566682,1,0
1157006,115,32,24,27,-0.8340620900743332,1,0
1157007,115,21,26,27,-3.334062090074333,0,0
1157008,115,32,40,33,-0.3340620900743332,0,0
1157009,115,23,35,27,-2.334062090074333,0,0
1157010,115,36,55,30,-0.8340620900743332,1,0
1157011,115,30,36,27,0.16593790992566682,0,0
1157012,115,29,30,47,-0.3340620900743332,1,0
1157014,115,40,38,30,-1.3340620900743332,0,0
1157015,115,36,39,30,0.6659379099256668,0,0
1157016,115,39,52,27,0.16593790992566682,1,0
1157017,115,28,36,33,0.16593790992566682,0,0
1157018,115,38,43,40,1.1659379099256668,0,0
1157019,115,33,31,30,-2.334062090074333,1,0
1157020,115,35,43,30,0.16593790992566682,0,0
1157021,115,37,42,37,2.665937909925667,0,0
1157022,115,33,37,37,-0.3340620900743332,0,0
1157023,115,32,47,45,-0.3340620900743332,1,0
1157024,115,41,49,40,0.16593790992566682,0,0
1157025,115,23,31,23,-0.8340620900743332,1,0
1157026,115,33,41,30,0.16593790992566682,1,0
1157027,115,27,33,33,-2.834062090074333,1,0
1157028,115,33,42,33,1.6659379099256668,1,0
1157029,115,38,41,33,0.6659379099256668,0,0
1157030,115,38,44,23,0.6659379099256668,0,0
1157031,115,39,41,37,-0.8340620900743332,0,0
1167001,116,36,34,23,0.16593790992566682,1,0
1167002,116,41,32,28,-0.8340620900743332,1,0
1167003,116,44,46,20,1.6659379099256668,1,0
1167004,116,46,40,20,0.16593790992566682,1,0
1167005,116,34,38,30,-2.334062090074333,1,0
1167006,116,41,40,20,0.6659379099256668,0,0
1167007,116,30,24,10,-1.3340620900743332,0,0
1167008,116,47,39,15,-0.3340620900743332,0,0
1167009,116,30,24,20,-1.8340620900743332,0,0
1167011,116,38,37,17,-2.334062090074333,0,0
1167012,116,38,25,20,-0.8340620900743332,0,0
1167013,116,23,28,38,-2.834062090074333,0,0
1167014,116,38,39,30,1.1659379099256668,0,0
1167015,116,37,39,20,-0.8340620900743332,0,0
1167016,116,30,33,23,-3.834062090074333,0,0
1167018,116,28,38,15,-0.8340620900743332,0,0
1167019,116,39,38,20,0.6659379099256668,0,0
1167021,116,32,29,25,-1.8340620900743332,0,0
1167022,116,33,34,15,-1.3340620900743332,0,0
1187001,118,36,47,35,2.165937909925667,0,0
1187002,118,46,49,20,1.6659379099256668,1,0
1187003,118,25,34,33,0.6659379099256668,0,0
1187004,118,28,39,45,0.6659379099256668,0,0
1187005,118,30,27,15,-1.3340620900743332,1,0
1187006,118,31,31,18,-0.3340620900743332,0,1
1187008,118,36,40,20,0.16593790992566682,1,0
1187010,118,33,39,25,0.16593790992566682,1,0
1187011,118,18,25,30,-1.3340620900743332,0,0
1197001,119,29,34,10,1.1659379099256668,0,0
1197002,119,33,36,25,-1.8340620900743332,1,0
1197004,119,41,52,20,3.165937909925667,1,0
1197005,119,40,48,35,1.1659379099256668,0,0
1197006,119,27,31,13,-1.3340620900743332,1,0
1197008,119,41,43,23,-0.3340620900743332,1,0
1197010,119,29,27,20,1.1659379099256668,0,0
1197012,119,38,47,23,2.165937909925667,0,0
1197013,119,24,27,20,-1.8340620900743332,1,0
1197014,119,36,40,33,-0.8340620900743332,0,0
1197015,119,21,29,18,-4.834062090074333,0,0
1197017,119,32,40,33,-0.8340620900743332,0,0
1217001,121,43,41,20,4.165937909925667,1,0
1217002,121,42,44,37,1.6659379099256668,1,0
1217003,121,43,47,48,1.6659379099256668,1,0
1217004,121,42,44,37,3.165937909925667,0,0
1217005,121,34,33,37,-1.3340620900743332,0,0
1217006,121,25,28,20,0.16593790992566682,0,0
1217007,121,37,28,28,1.1659379099256668,0,0
1217008,121,44,50,28,2.665937909925667,0,0
1217010,121,44,51,30,2.165937909925667,1,0
1217011,121,43,40,20,2.165937909925667,0,0
1237001,123,32,38,13,-5.334062090074333,1,1
1237002,123,32,29,23,-4.834062090074333,0,1
1237003,123,37,38,20,1.6659379099256668,0,1
1237006,123,29,34,40,0.16593790992566682,0,0
1247001,124,44,43,27,0.16593790992566682,1,0
1247002,124,36,43,20,0.6659379099256668,1,0
1247003,124,32,46,17,0.16593790992566682,0,0
1247005,124,30,34,20,-1.8340620900743332,1,0
1247006,124,35,52,28,-0.3340620900743332,1,0
1247007,124,41,56,30,1.6659379099256668,0,0
1247008,124,36,46,20,-1.3340620900743332,0,0
1247009,124,42,47,30,0.6659379099256668,1,0
1247010,124,30,41,30,0.16593790992566682,1,0
1247011,124,40,40,20,0.16593790992566682,0,0
1247012,124,40,42,28,4.165937909925667,1,0
1247013,124,38,48,17,2.665937909925667,0,1
1247014,124,37,42,37,0.16593790992566682,0,0
1247016,124,40,48,37,0.6659379099256668,0,0
1247017,124,39,44,37,0.6659379099256668,0,0
1247018,124,31,45,33,0.16593790992566682,0,0
1247019,124,31,46,45,1.6659379099256668,0,0
1247020,124,42,53,23,1.6659379099256668,1,0
1247021,124,39,40,25,1.1659379099256668,0,0
1247022,124,40,46,20,0.16593790992566682,1,0
1257001,125,40,42,30,1.6659379099256668,0,0
1257002,125,37,47,30,1.6659379099256668,0,0
1257004,125,20,32,20,-2.334062090074333,0,1
1257005,125,47,52,45,2.665937909925667,0,0
1257006,125,38,40,30,-0.3340620900743332,0,0
1257008,125,41,48,30,1.1659379099256668,0,0
1257009,125,27,32,20,-1.3340620900743332,0,0
1257010,125,44,53,50,3.165937909925667,0,0
1257011,125,38,37,35,0.16593790992566682,0,0
1257013,125,30,36,20,-0.3340620900743332,0,0
1257015,125,47,54,40,3.165937909925667,0,0
1257016,125,23,24,20,-0.8340620900743332,0,1
1257017,125,34,43,50,1.1659379099256668,0,0
1257019,125,37,50,40,1.1659379099256668,1,0
1257020,125,28,38,20,0.16593790992566682,1,0
1257025,125,35,46,20,1.1659379099256668,1,0
1257026,125,43,51,40,3.165937909925667,1,0
1257027,125,36,38,40,0.16593790992566682,1,0
1257028,125,37,47,40,0.6659379099256668,1,0
1257030,125,38,48,40,1.6659379099256668,1,0
1257031,125,22,28,20,0.6659379099256668,1,0
1257032,125,34,51,30,0.16593790992566682,1,0
1257033,125,30,43,10,-5.334062090074333,1,1
1257034,125,41,52,50,2.665937909925667,1,0
1257036,125,39,43,33,0.6659379099256668,1,0
1257037,125,42,49,45,0.16593790992566682,1,0
1307001,130,31,42,10,-1.3340620900743332,1,0
1307002,130,36,45,13,0.16593790992566682,0,0
1307003,130,44,57,20,2.665937909925667,0,0
1307004,130,39,52,30,0.16593790992566682,1,0
1307005,130,24,50,20,0.6659379099256668,1,0
1307006,130,37,51,28,1.6659379099256668,1,0
1307007,130,17,27,10,-5.834062090074333,1,0
1307009,130,41,54,28,2.665937909925667,1,0
1307010,130,24,44,20,0.6659379099256668,0,0
1307011,130,33,45,25,0.16593790992566682,1,0
1307012,130,45,54,20,5.165937909925667,1,0
1307013,130,26,27,10,-3.834062090074333,0,0
1307014,130,37,43,15,0.6659379099256668,1,0
1327001,132,28,35,20,0.6659379099256668,0,0
1327002,132,33,45,20,1.1659379099256668,1,0
1327003,132,31,37,27,0.16593790992566682,0,0
1327004,132,34,46,30,-0.8340620900743332,0,0
1327005,132,33,53,48,0.6659379099256668,1,0
1327008,132,44,54,40,2.665937909925667,0,0
1327009,132,42,51,20,0.6659379099256668,1,0
1327010,132,39,36,33,-3.334062090074333,0,0
1327012,132,44,51,30,1.1659379099256668,0,0
1327013,132,39,55,47,1.1659379099256668,0,0
1327014,132,25,44,30,2.165937909925667,0,0
1327015,132,39,42,20,2.165937909925667,0,0
1327017,132,33,48,50,-0.8340620900743332,0,1
1327018,132,34,54,50,2.665937909925667,1,0
1327019,132,42,54,20,2.665937909925667,0,0
1327020,132,37,42,25,0.16593790992566682,0,0
1327021,132,43,55,25,1.1659379099256668,0,0
1327022,132,30,49,25,1.1659379099256668,0,0
1327023,132,39,48,20,1.6659379099256668,0,0
1327024,132,30,44,28,-0.8340620900743332,1,0
1327025,132,45,53,40,2.665937909925667,1,0
1367002,136,40,51,40,3.165937909925667,1,0
1367003,136,47,58,13,1.1659379099256668,0,0
1367004,136,33,48,43,-0.3340620900743332,1,0
1367006,136,37,51,23,1.6659379099256668,1,0
1367007,136,40,48,40,1.1659379099256668,1,0
1367008,136,39,42,23,1.6659379099256668,0,0
1367009,136,41,47,23,2.665937909925667,1,0
1367010,136,44,53,43,1.1659379099256668,0,0
1367011,136,42,49,27,0.16593790992566682,1,0
1367012,136,42,47,33,1.6659379099256668,1,0
1367013,136,36,41,20,0.6659379099256668,1,0
1367014,136,37,47,40,0.6659379099256668,1,0
1367015,136,42,54,30,1.6659379099256668,1,0
1367016,136,35,46,33,-0.8340620900743332,1,0
1367017,136,27,33,30,-0.3340620900743332,1,0
1367018,136,41,44,20,0.6659379099256668,1,0
1377001,137,39,49,40,0.6659379099256668,1,0
1377002,137,49,55,40,2.665937909925667,1,0
1377003,137,34,49,18,-1.8340620900743332,0,0
1377004,137,39,37,20,0.6659379099256668,1,0
1377005,137,41,46,30,0.16593790992566682,1,0
1377006,137,30,30,37,-5.834062090074333,0,0
1377007,137,32,33,23,-0.8340620900743332,1,0
1377008,137,39,51,43,1.6659379099256668,1,0
1377010,137,34,50,20,-0.8340620900743332,1,0
1377011,137,34,40,30,0.6659379099256668,0,0
1377012,137,41,46,37,1.1659379099256668,0,0
1377013,137,39,47,38,-1.8340620900743332,1,0
1377014,137,41,48,20,0.6659379099256668,0,0
1377015,137,46,56,37,3.165937909925667,0,0
1377016,137,21,25,20,-0.8340620900743332,0,0
1377017,137,41,52,33,0.16593790992566682,1,0
1377018,137,34,47,33,-0.3340620900743332,0,0
1377019,137,34,40,30,0.6659379099256668,1,0
1417001,141,19,27,13,-2.334062090074333,1,0
1417002,141,38,41,20,-1.3340620900743332,1,0
1417003,141,32,32,15,-0.8340620900743332,0,0
